timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_static_overlap_events,agv_min_centre_distance,release_previous_zone,split_spines,orphan_reaper
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,5476.58,137,15,274,12,388,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,99,6380.6,0,0.00000,0.0,0.0,-1.0,268.42,335.35,335.35,193.57,133,5324.51,5476.58,5476.58,1,5476.6,606.0,0,67,10209.74,117,10606.60,0,0.000,0,0,1
2026-09-20 12:35:34,mfsweep_shard0,SPT_SRWT,43,3513.28,137,15,268,12,285,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,63,4302.2,0,0.00000,0.0,0.0,-1.0,240.53,243.36,243.36,173.13,130,3415.58,3513.28,3513.28,1,3513.3,568.3,0,85,6358.08,129,6978.96,0,0.000,0,0,1
2026-09-20 12:40:11,mfsweep_shard0,SPT_SRWT,44,6452.20,137,15,274,12,450,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,111,6560.3,0,0.00000,0.0,0.0,-1.0,735.63,3163.11,3163.11,664.62,131,6201.84,6452.20,6452.20,1,6452.2,614.0,1,106,12173.62,163,13243.03,0,0.000,0,0,1
2026-09-20 12:42:39,mfsweep_shard0,SPT_SRWT,45,3448.90,137,15,264,12,336,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,68,4239.2,0,0.00000,0.0,0.0,-1.0,250.98,314.53,314.53,184.87,127,3327.77,3448.90,3448.90,1,3448.9,621.1,1,83,6113.78,138,6354.74,0,0.000,0,0,1
2026-09-20 12:45:05,mfsweep_shard0,SPT_SRWT,46,3460.24,137,15,264,12,358,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,64,4252.4,0,0.00000,0.0,0.0,-1.0,250.35,324.93,324.93,184.24,127,3338.65,3460.24,3460.24,1,3460.2,606.6,2,82,6137.64,139,6933.96,0,0.000,0,0,1
2026-09-20 12:48:11,mfsweep_shard0,SPT_SRWT,47,4339.42,137,15,274,12,401,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,80,5035.7,0,0.00000,0.0,0.0,-1.0,254.10,270.78,270.78,190.75,134,4249.96,4339.42,4339.42,1,4339.4,520.4,0,75,7936.82,126,8723.34,0,0.000,0,0,1
2026-09-20 12:53:41,mfsweep_shard0,SPT_SRWT,48,7643.10,137,15,274,12,634,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,149,9639.7,0,0.00000,0.0,0.0,-1.0,238.06,255.96,255.96,171.95,132,7372.84,7643.10,7643.10,1,7643.1,574.3,0,78,14503.79,141,15440.87,0,0.000,0,0,1
2026-09-20 12:56:07,mfsweep_shard0,SPT_SRWT,49,3421.24,137,15,262,12,322,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,64,4018.1,0,0.00000,0.0,0.0,-1.0,255.77,377.64,377.64,178.84,126,3300.42,3421.24,3421.24,1,3421.2,580.4,1,88,6338.96,131,6947.28,0,0.000,0,0,1
2026-09-20 12:58:30,mfsweep_shard0,SPT_SRWT,50,3406.50,137,15,260,12,334,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,71,4223.4,0,0.00000,0.0,0.0,-1.0,243.09,248.15,248.15,179.92,126,3309.16,3406.50,3406.50,1,3406.5,534.9,1,78,6321.20,136,7494.80,0,0.000,0,0,1
2026-09-20 13:01:29,mfsweep_shard0,SPT_SRWT,51,4127.12,137,15,274,12,385,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,82,5685.3,0,0.00000,0.0,0.0,-1.0,291.47,418.42,418.42,211.50,128,3875.14,4127.12,4127.12,1,4127.1,692.8,0,103,7472.82,147,8266.96,0,0.000,0,0,1
