timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_static_overlap_events,agv_min_centre_distance,release_previous_zone,split_spines,orphan_reaper
2026-09-20 11:38:37,mfsweep_shard0,LRT_MMUR,42,6576.12,137,15,274,3,714,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,119,7599.3,0,0.00000,0.0,0.0,-1.0,1667.03,2905.55,3160.06,1551.78,0,1667.03,2905.55,3160.06,0,-1.0,-1.0,0,3,1.16,6,5.96,0,0.590,0,0,1
2026-09-20 11:45:04,mfsweep_shard0,LRT_MMUR,43,6755.88,137,15,274,3,732,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,118,7881.5,0,0.00000,0.0,0.0,-1.0,1630.43,2890.82,3444.93,1474.08,0,1630.43,2890.82,3444.93,0,-1.0,-1.0,0,16,11.88,20,28.12,0,0.000,0,0,1
2026-09-20 11:51:54,mfsweep_shard0,LRT_MMUR,44,6964.66,137,15,274,3,819,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,121,7315.9,0,0.00000,0.0,0.0,-1.0,1850.41,3320.14,3390.94,1711.96,0,1850.41,3320.14,3390.94,0,-1.0,-1.0,0,4,3.78,8,8.92,0,0.000,0,0,1
2026-09-20 11:58:13,mfsweep_shard0,LRT_MMUR,45,6515.44,137,15,274,3,747,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,126,7583.3,0,0.00000,0.0,0.0,-1.0,1630.52,2750.62,2941.72,1507.32,0,1630.52,2750.62,2941.72,0,-1.0,-1.0,0,4,3.48,10,12.54,0,0.012,0,0,1
2026-09-20 12:04:11,mfsweep_shard0,LRT_MMUR,46,6226.54,137,15,274,3,671,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,112,6910.3,0,0.00000,0.0,0.0,-1.0,1438.50,2600.94,2789.98,1315.90,0,1438.50,2600.94,2789.98,0,-1.0,-1.0,0,6,5.04,10,22.64,0,0.000,0,0,1
2026-09-20 12:10:00,mfsweep_shard0,LRT_MMUR,47,6533.38,137,15,274,3,743,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,120,7361.3,0,0.00000,0.0,0.0,-1.0,1395.13,2774.44,3091.04,1268.89,0,1395.13,2774.44,3091.04,0,-1.0,-1.0,0,6,8.30,17,27.06,0,0.000,0,0,1
2026-09-20 12:15:11,mfsweep_shard0,LRT_MMUR,48,6553.42,137,15,274,3,1039,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,118,7739.9,0,0.00000,0.0,0.0,-1.0,1675.50,2841.83,3016.78,1533.63,0,1675.50,2841.83,3016.78,0,-1.0,-1.0,0,3,2.84,7,8.54,0,0.015,0,0,1
2026-09-20 12:19:48,mfsweep_shard0,LRT_MMUR,49,5973.00,137,15,274,3,669,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,98,6606.7,0,0.00000,0.0,0.0,-1.0,1456.78,2405.47,2568.77,1307.94,0,1456.78,2405.47,2568.77,0,-1.0,-1.0,1,3,1.96,6,6.24,0,0.026,0,0,1
2026-09-20 12:24:54,mfsweep_shard0,LRT_MMUR,50,6654.90,137,15,274,3,785,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,130,7959.6,0,0.00000,0.0,0.0,-1.0,1698.85,3089.56,3274.86,1563.41,0,1698.85,3089.56,3274.86,0,-1.0,-1.0,0,7,4.96,12,12.46,0,0.000,0,0,1
2026-09-20 12:29:54,mfsweep_shard0,LRT_MMUR,51,6473.46,137,15,274,3,688,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,124,8604.7,0,0.00000,0.0,0.0,-1.0,1556.48,2841.49,3022.18,1424.78,0,1556.48,2841.49,3022.18,0,-1.0,-1.0,0,5,2.50,10,12.42,0,0.016,0,0,1
