timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time
2026-09-09 13:44:44,bimodal_mix,FIFO_SRWT,42,649.32,9,15,18,7,36,-0.3029,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,268.99,649.32,649.32,163.57,0,268.99,649.32,649.32,0,-1.0
2026-09-09 13:45:00,bimodal_mix,FIFO_SRWT,43,649.32,9,15,18,7,36,-0.3029,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,268.99,649.32,649.32,163.57,0,268.99,649.32,649.32,0,-1.0
2026-09-09 13:45:15,bimodal_mix,FIFO_SRWT,44,649.32,9,15,18,7,36,-0.3029,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,268.99,649.32,649.32,163.57,0,268.99,649.32,649.32,0,-1.0
2026-09-09 13:45:52,convoy_waves,FIFO_SRWT,42,1520.32,20,15,40,7,80,-0.6614,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,253.1,320.14,320.32,154.67,0,253.1,320.14,320.32,0,-1.0
2026-09-09 13:46:29,convoy_waves,FIFO_SRWT,43,1520.32,20,15,40,7,80,-0.6614,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,253.1,320.14,320.32,154.67,0,253.1,320.14,320.32,0,-1.0
2026-09-09 13:47:06,convoy_waves,FIFO_SRWT,44,1520.32,20,15,40,7,80,-0.6614,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,253.1,320.14,320.32,154.67,0,253.1,320.14,320.32,0,-1.0
2026-09-09 13:47:16,identical_batch,FIFO_SRWT,42,383.5,6,15,12,7,24,-0.2437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,286.24,383.5,383.5,165.77,0,286.24,383.5,383.5,0,-1.0
2026-09-09 13:47:26,identical_batch,FIFO_SRWT,43,383.5,6,15,12,7,24,-0.2437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,286.24,383.5,383.5,165.77,0,286.24,383.5,383.5,0,-1.0
2026-09-09 13:47:36,identical_batch,FIFO_SRWT,44,383.5,6,15,12,7,24,-0.2437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,286.24,383.5,383.5,165.77,0,286.24,383.5,383.5,0,-1.0
2026-09-09 13:47:48,single_bottleneck,FIFO_SRWT,42,492.2,8,15,16,7,32,-0.2648,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,326.68,492.2,492.2,161.29,0,326.68,492.2,492.2,0,-1.0
2026-09-09 13:48:00,single_bottleneck,FIFO_SRWT,43,492.2,8,15,16,7,32,-0.2648,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,326.68,492.2,492.2,161.29,0,326.68,492.2,492.2,0,-1.0
2026-09-09 13:48:12,single_bottleneck,FIFO_SRWT,44,492.2,8,15,16,7,32,-0.2648,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,326.68,492.2,492.2,161.29,0,326.68,492.2,492.2,0,-1.0
